OLD_PATH,OLD_TYPE,OLD_FUNCTION,DOMAIN,USER_PROBLEM,DECISION_OR_TASK,KEY_KNOWLEDGE,FORMULAS_OR_LOGIC,TOOLS,EXAMPLES,RISKS,CURRENT_EQUIVALENT,INITIAL_COVERAGE_0_TO_5,DISPOSITION,TARGET_PATH,FINAL_COVERAGE_0_TO_5,VALIDATION
agents/openai.yaml,schema_or_config,openai,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,agents/openai.yaml,4,adapter
modules/clean-architecture/agents/openai.yaml,schema_or_config,clean-architecture,software-engineering,clean-architecture,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/app-icons.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/colors-depth.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/components.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/gestures.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/keyboard-input.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/navigation.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/privacy-permissions.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/system-integration.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/typography.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/widgets-extensions.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/jobs-to-be-done/agents/openai.yaml,schema_or_config,jobs-to-be-done,software-engineering,jobs-to-be-done,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/jobs-to-be-done/examples/sample.md,markdown,jobs-to-be-done,software-engineering,jobs-to-be-done,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/jobs-to-be-done/MODULE.md,markdown,jobs-to-be-done,software-engineering,jobs-to-be-done,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/jobs-to-be-done/template.md,markdown,jobs-to-be-done,software-engineering,jobs-to-be-done,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/karpathy-guidelines/agents/openai.yaml,schema_or_config,karpathy-guidelines,software-engineering,karpathy-guidelines,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/karpathy-guidelines/MODULE.md,markdown,karpathy-guidelines,software-engineering,karpathy-guidelines,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/landing-page-generator/MODULE.md,markdown,landing-page-generator,software-engineering,landing-page-generator,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/landing-page-generator/references/conversion-patterns.md,markdown,landing-page-generator,software-engineering,landing-page-generator,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/landing-page-generator/references/copy-frameworks.md,markdown,landing-page-generator,software-engineering,landing-page-generator,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/landing-page-generator/references/landing-page-patterns.md,markdown,landing-page-generator,software-engineering,landing-page-generator,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/landing-page-generator/references/seo-checklist.md,markdown,landing-page-generator,software-engineering,landing-page-generator,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/landing-page-generator/scripts/landing_page_scaffolder.py,script,landing-page-generator,software-engineering,landing-page-generator,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/launch/agents/openai.yaml,schema_or_config,launch,software-engineering,launch,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/launch/evals/evals.json,schema_or_config,launch,software-engineering,launch,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/launch/MODULE.md,markdown,launch,software-engineering,launch,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/lead-magnets/agents/openai.yaml,schema_or_config,lead-magnets,software-engineering,lead-magnets,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/lead-magnets/evals/evals.json,schema_or_config,lead-magnets,software-engineering,lead-magnets,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/lead-magnets/MODULE.md,markdown,lead-magnets,software-engineering,lead-magnets,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/lead-magnets/references/benchmarks.md,markdown,lead-magnets,software-engineering,lead-magnets,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/lead-magnets/references/format-guide.md,markdown,lead-magnets,software-engineering,lead-magnets,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/lean-startup/agents/openai.yaml,schema_or_config,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/MODULE.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/applications.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/assumptions.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/build-measure-learn.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/case-studies.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/five-whys.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/growth-engines.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/innovation-accounting.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/metrics.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/mvp-design.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/pivots.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-startup/references/small-batches.md,markdown,lean-startup,software-engineering,lean-startup,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/agents/openai.yaml,schema_or_config,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/MODULE.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/references/agile-integration.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/references/case-studies.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/references/collaborative-design.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/references/experiment-patterns.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/references/hypothesis-canvas.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux/references/outcome-metrics.md,markdown,lean-ux,software-engineering,lean-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux-canvas/agents/openai.yaml,schema_or_config,lean-ux-canvas,software-engineering,lean-ux-canvas,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux-canvas/examples/sample.md,markdown,lean-ux-canvas,software-engineering,lean-ux-canvas,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux-canvas/MODULE.md,markdown,lean-ux-canvas,software-engineering,lean-ux-canvas,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/lean-ux-canvas/template.md,markdown,lean-ux-canvas,software-engineering,lean-ux-canvas,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/marketing-psychology/agents/openai.yaml,schema_or_config,marketing-psychology,software-engineering,marketing-psychology,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/marketing-psychology/evals/evals.json,schema_or_config,marketing-psychology,software-engineering,marketing-psychology,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/marketing-psychology/MODULE.md,markdown,marketing-psychology,software-engineering,marketing-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/motion-design-skill-main/.gitignore,other,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/LICENSE,license,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/README.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/choreography.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/context-adaptation.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/core-philosophy.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/decision-framework.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/disney-principles.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/emotion-mapping.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/motion-personality.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/director/narrative-structure.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/MODULE.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/patterns/ambient-continuous.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/patterns/entrance-exit.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/patterns/multi-element.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/patterns/state-feedback.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/reference/property-selection.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/reference/quality-checklist.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/reference/timing-easing-tables.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/motion-design-skill-main/skills/motion-design/reference/troubleshooting.md,markdown,motion-design-skill-main,software-engineering,motion-design-skill-main,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/obviously-awesome/agents/openai.yaml,schema_or_config,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/MODULE.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/case-studies.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/competitive-alternatives.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/market-category.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/positioning-canvas.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/target-customers.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/team-exercise.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/unique-attributes.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/obviously-awesome/references/value-mapping.md,markdown,obviously-awesome,software-engineering,obviously-awesome,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/opportunity-solution-tree/agents/openai.yaml,schema_or_config,opportunity-solution-tree,software-engineering,opportunity-solution-tree,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/opportunity-solution-tree/examples/sample.md,markdown,opportunity-solution-tree,software-engineering,opportunity-solution-tree,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/opportunity-solution-tree/MODULE.md,markdown,opportunity-solution-tree,software-engineering,opportunity-solution-tree,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/opportunity-solution-tree/template.md,markdown,opportunity-solution-tree,software-engineering,opportunity-solution-tree,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/paywalls/agents/openai.yaml,schema_or_config,paywalls,software-engineering,paywalls,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/paywalls/evals/evals.json,schema_or_config,paywalls,software-engineering,paywalls,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/paywalls/MODULE.md,markdown,paywalls,software-engineering,paywalls,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/paywalls/references/experiments.md,markdown,paywalls,software-engineering,paywalls,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/assets/expected_flow_metrics.json,schema_or_config,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/assets/sample_jira_snapshot.json,schema_or_config,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/MODULE.md,markdown,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/references/agentic_delivery_governance.md,markdown,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/references/flow_forecasting_canon.md,markdown,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/references/pm_loop_playbook.md,markdown,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/scripts/delivery_loop_gate.py,script,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/scripts/jira_snapshot_bridge.py,script,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/pm-skills/scripts/pm_goal_router.py,script,pm-skills,software-engineering,pm-skills,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/press-release/agents/openai.yaml,schema_or_config,press-release,software-engineering,press-release,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/press-release/examples/sample.md,markdown,press-release,software-engineering,press-release,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
